"","IVV","EZU","JPXN","EPP","CEC.PA","EEM","VCIT","EMB","TRET.L","GSG","DE10Y","USFI10Y","NEIXCTAT"
"1",0.00128533476880133,-0.0102827091953945,0.00045524955295706,-0.00249975212016373,0.00300472899773929,-0.00939756004902614,0.00651303419985938,-0.00036858645136828,0.0125924108027515,-0.00837756935974854,0.000291297487579278,0.00863230467668252,0.00141953735400691
"2",0.00973250965908523,-0.00840454981254979,0.01145275644746,0.00835772695576686,0.000677848269279302,0.00500064332982175,-0.00160147013700707,0.000183816501557743,0.0103539487550446,-0.00249965419696396,0.00660046809632409,-0.00425210524444974,-0.00277454856844894
"3",0.010599859689683,0.0192043379970879,0.00763058508246273,0.0069479364392242,0.0039524698755522,0.0162163192111406,0.000492936122030052,-0.0010121407594923,0.00675694230024204,0.0167835548048259,-0.00329968947093295,0.000883577070096564,0.00411616880934051
"4",0.000927084644647636,-0.0128440064799369,-0.00809127594832137,-0.00610855036862645,-0.0101321461116917,-0.00782515269160333,-0.0017226154402481,-0.00045988384393425,0.000388437097229133,-0.00702743560991648,0.00669529171361205,-9.70921389686907e-06,-0.00151170344207507
"5",0.00410481197531531,0.0180279718937175,0.00230501064062949,0.0152353134562095,0.00525548355175331,0.00718818135595001,-0.000737666767011369,-0.00156132956294286,0.00111024488884892,-0.0141845793640716,-0.00378374449686447,-0.00545807011533661,0.00155355346415753
"6",-0.00749979323008265,-0.0136793879339994,-0.00850284967072357,-0.0135539756824534,0.00312338481769814,-0.00781970145128819,0.00356881622223648,-0.00110008168309328,-0.00506133693545063,-0.010166401476535,-0.00232916995259203,0.00563283452321173,-7.7002687181249e-05
"7",0.013806339199661,0.0315090598790753,0.00758026459396977,0.0225495563054086,0.00427140727248831,0.0219226451470522,-0.000493134708758003,0.000824714725253806,0.00605586688693016,0.0170945158426612,-0.00669938711102969,-0.00266063332410837,0.00462143928339032
"8",-0.000780953234023052,-0.00290600924911733,-0.000461030368396287,-0.00279289013557893,-0.00651907011423658,0.00172285559984209,0.00172699975489099,0.000184096336789175,0.00150238266272096,0.00978065642305737,-0.000291379536434988,0.00140808757177879,0.000823932703680974
"9",-0.0124861426644713,-0.0216573488002449,-0.0178170236906134,-0.0205973951120373,-0.00643306326750581,-0.0149766144758909,0.00457746703443673,0.000459598622402524,-0.0052808198640939,-0.00978065642305737,0.00543768523375743,0.0110053824899632,0.0061180391340141
"10",0.017885591873406,0.0419085353428037,0.0217425164825737,0.0248975005866421,0.00581692843771808,0.0216814651421937,-0.00568779046050816,0.000917568375006894,-0.00393591156324113,0.0296338606777979,-0.00592333666239764,-0.0124231816989528,0.00875998705063896
"11",-0.00180303801814929,0.00107727207653374,0.0067325276596808,0.00909081177968396,0.0135943818917146,0.00762476277198232,-0.002462689976368,0.00599110139741654,-0.00166439361839332,0.00373084094296461,-0.00359455380399876,-0.00406029051225332,-0.00415782585346758
"12",-0.00320586379665411,-0.0213284586190925,-0.00580662510326668,-0.008228701861837,-0.00774346297767403,-0.00131146855046094,0.000245314137354846,0.0004625205233868,0.00926198014226909,0.0200383940241684,0.00417733268814136,0.00166122720384099,-0.00223371316051679
"13",-0.0054504789626062,0.00317067110136726,0.00092696066909248,0.00627373717029034,0.0116578771902143,0.00153015294662984,0.00172396039095934,0.000369549086538967,0.00311510933133929,0.0026435615336502,0.000485623127413071,0.00131130025321102,0.00126748084060502
"14",-0.0131896064197283,-0.026118109607224,-0.0167408219666032,-0.0172120269770644,-0.00645333378147095,-0.0182059421438217,0,-0.00673063505865468,-0.00762555012241206,-0.00235023603039775,0.00145672790037121,0.00247643142643295,-0.00128530328576826
"15",0.00607184884989831,0.0109207081236495,-0.00367255723412185,0.00929802082327136,0.00989792913944232,0.0100067035318481,0.000123477609626388,-0.000643807507076488,0.00245335400444002,-0.00730890508112303,-0.00359364608396451,-9.71034054169095e-05,-0.00287162613591629
"16",0.00275340059948892,0.0144971380155452,0.00620489793729728,0.00394576722726558,0.0103462219669841,0.00131555378625992,-0.00233919421061746,0.000826704744972595,-0.00582814137166343,0.0268652024048412,-0.00738559647965964,-0.00688703588907291,0.00352659743589001
"17",0.011404840734496,0.0213183041033829,-0.00459967505042647,0.0070532720587666,-0.00132923252605011,0.00175654410576698,-0.00208872490101175,0.00174868489015267,-0.00221212930688619,0.0105279363291397,-0.00311135745200808,-0.00466528530848986,0.000871696307285674
"18",-0.00837115926819187,-0.0134454533837269,0.00183744433464472,-0.00309208783486614,0.00612985502863728,-0.0115811447342367,0.00270347167513396,-0.00239164512072509,0.00689261079262682,0.000604990953192441,0.00544424041990776,0.00650164434807632,0.00307356030866401
"19",-0.0129262349232802,-0.0167570565586712,-0.00938152694504391,-0.0144486642785866,0.000857944725940918,-0.0135936942424393,0.00580000405589809,-0.0032094189840981,-0.00122378285567271,-0.0182886527221511,0.00417838807756166,0.00973969458620161,0.0059152757718719
"20",-0.00911020883686842,-0.0201652106447332,-0.0144697373082225,-0.0142426971883971,-0.0159958036214465,-0.00917347839269134,0.00235456055438465,0.00064077311650923,-0.0101894345989346,-0.0220370310467288,0.00485639645509206,0.00785863806594911,0.00327171267989623
"21",-0.00910319912165836,-0.0197664951432306,-0.00982801723832694,-0.0199413342411447,-0.00110466513639462,-0.0107718682510511,0.00166896257297156,-0.0015559017514466,-0.00476326873705002,0.0087565940619192,0.00398048596309319,0.00467344550998039,0.0036083975249781
"22",-0.0144696522217469,-0.0115222377125614,-0.00620444302915013,-0.00836645065206154,-0.0122172325676178,-0.0116962680050605,-0.0018682177332483,-0.00291679587205351,-0.008727561031729,0.00205429266509327,0.000873553178104558,0.00216145696610059,0.00230450656382164
"23",0.00037196381226412,0.0148755205805027,-0.0059464279647381,0.0146874873931404,0.00158835624181641,0.000415544086590725,-0.00372629111952349,0.000275332498329561,-0.0129210374218331,-0.0194914679811768,-0.00242672504940078,-0.00594270685966158,-0.00576575421380543
"24",-0.000893016255867352,0.0119577485908411,-0.00569338072654535,0.00487348205081206,0.0257818803901899,0.00666904536471291,-0.00111501996301744,0.00229259213512734,-0.0126085831113714,0.00173001770758496,-0.00728371054688903,-0.00126073442796226,-0.00577206080223025
"25",-0.0109501910204779,-0.00911086601987598,-0.00413955620686624,-0.0147587143943486,-0.020050695290414,-0.0137072094390978,-0.000123869430184609,-0.00275067841203036,0.00357333947290384,-0.0236713740854104,0.0032054862657116,0.00288006006479513,-0.00762876756454389
"26",0.00775618372718689,0.0249257489495909,0.00654444746228577,0.00545611422053183,0.0142400592399921,0.0114095870053834,-0.00654081390412076,-0.00173847166561103,-0.00877497393940052,0.00622003719315334,-0.0133143518232908,-0.0107584002771191,-0.00382988964926234
"27",0.0176559918142214,0.0509578529844181,0.0123322729107471,0.0275219721601916,0.024069663922778,0.0283558706091722,-0.00392938605963522,0.00219655794251405,0.00102431540745007,0.0111222882386124,-0.0153772816410891,-0.0104784911627425,0.00218689361453528
"28",0.0047665851581673,0.00870416867504575,-0.00860474159487712,0.0104371697934904,0.0132473303676677,0.0101393739570681,0,0.00541953997366562,0.0139168523365489,-0.0114059122383479,0.00379785669117005,-0.00407199565967531,-0.00107266238114789
"29",-0.00355788003826785,-0.0167792586357103,-0.00831327086363487,-0.0143231676271913,-0.0137529982659803,-0.0161311717685835,-0.00220289970752674,-0.00294369062495026,0.00441893847321673,-0.0146358084707385,0.00360176198194129,0.000524884889948396,-0.00663024744638729
"30",0.00697633204432879,0.00751594929929134,0.00436689094274811,0.0103963378011396,0.0115641660683186,0.0107249668956566,0.00465701516297035,-0.00302576327073734,0.00534117361848852,0.0146358084707385,-0.000973321264917892,0.00689870302598994,0.0046975322987528
"31",-0.00569108692513431,-0.000558639137853145,-0.00414870310873239,0.000435514613205346,-0.00183754645569945,-0.00623439206209975,-0.00208598778987845,0.00146593011543938,-0.00591071482064986,-0.00818869451922755,-0.00408898413914294,-0.00462452014272952,-0.00393845095266165
"32",0.00866333611707226,0.0174652147755183,0.0127188959314415,0.011831845253953,0.026658326099648,0.0116405969350266,0.00233176367285015,0.000367475409014162,0.00282590646793723,0.00762177274337095,-0.00467517296915254,0.00211821794534117,0.00305983394060672
"33",-0.0165767686838052,-0.0146688172336331,-0.0127188959314415,-0.0218014931390913,-0.00505193365882484,-0.0144229053982583,-0.00429136611068515,0.00165249946560309,0.00168943208499428,-0.0132302283530827,0.00292223923529633,-0.00460623949511252,-0.00726497564486017
"34",0.000525852368754798,-0.0166626869058057,-0.0127751197850077,-0.0105116931154718,-0.0117227970577276,-0.00298752665741597,0.00269579206283055,-0.00412646933402439,-0.00767728706229809,-0.00251361688072205,0.00866428858579305,0.00459652392333165,0.00304066761998989
"35",-0.0135776344581888,-0.0327809245983346,-0.00920868406881947,-0.0154581249992405,-0.016544452030383,-0.015854920550427,0.00331720635844945,-0.000274644091106779,0.00760635870927739,0.000278923150892396,0.010795513616471,0.00836161456032958,0.000486575140984158
"36",-0.000666525322894351,-0.0023955096230206,-0.000852409876216154,-0.00440301580255031,-0.00187309056518536,0.000629297441966603,-0.0018448190064122,-0.00510888084324712,-0.0109152231361902,-0.00611965739999976,-0.00486140154055015,-0.00500058997961172,-0.00688627377222328
"37",0.00527150723520275,0.00961800791097067,0.00277274493133817,0.0100925555826143,0.00753221985129837,0.00210087134741599,0.000983186004749115,0.00109205049091088,0.0072233413215308,0.00528298184098874,-0.00622604452277287,0.00373854105121296,-0.00184273146957459
"38",0.00402732749165757,-0.0040187965769416,-0.00234668289955664,-0.00883664408507689,0.00555954981174178,-0.00335920405000811,-0.0039275380572974,-0.00227491992753048,0.00823153033873547,-0.000557413630860371,-0.00233576643397804,-0.00463211364243854,-0.00786521281881036
"39",0.0205383125297924,0.0301285029189167,0.0189293046134633,0.0132842848477437,0.010970267568148,0.0177632160981434,0.00355892578904626,0.000454988197766681,0.00373087236920888,0.00923723852941283,-0.00856914769946471,0.00266105709634967,0.00738828383216639
