"IVV","EZU","JPXN","EPP","CEC.PA","EEM","VCIT","EMB","TRET.L","GSG","DE10Y","USFI10Y","NEIXCTAT"
0.00128450907986755,-0.0103357579218883,0.000455145942602764,-0.00250287910551483,0.00300021931748418,-0.00944185576494738,0.00649187036446996,-0.00036865438770084,0.0125134581467348,-0.00841275939427932,0.000291255064585494,0.00859515331215521,0.00141853028743644
0.00968530206055274,-0.00843996719417617,0.0113874232851284,0.00832289825297061,0.00067761858204185,0.00498816092831267,-0.00160275317513126,0.000183799608339696,0.0103005311476523,-0.00250278093722978,0.00657873285399513,-0.00426115827088047,-0.00277840119060002
0.0105438791468556,0.0190211095001639,0.00760154607659069,0.00692385533245188,0.00394466914725899,0.0160855425662839,0.000492814648980211,-0.00101265314680554,0.00673416549501038,0.0166434956073092,-0.00330513943898736,0.000883186830822003,0.00410770899782487
0.000926655034450441,-0.0129268450107787,-0.0081240987880522,-0.00612724560998501,-0.0101836501057986,-0.00785584921501492,-0.00172409999454182,-0.000459989606721445,0.000388361665307091,-0.00705218597878154,0.00667292818599508,-9.70926103227576e-06,-0.00151284664171047
0.00409639875014478,0.0178664401614789,0.00230235614354246,0.0151198432203205,0.00524169765915572,0.0071624081714291,-0.000737938910053693,-0.00156254907254771,0.00110962879501841,-0.0142856578631469,-0.00379091189509007,-0.00547299251684685,0.00155234732465614
-0.00752798711803382,-0.0137733788515277,-0.00853910157229598,-0.0136462472216272,0.00311851212575598,-0.00785035516555244,0.00356245556654267,-0.00110068699489174,-0.00507416713809761,-0.0102182549079886,-0.00233188457612332,0.00561699985613173,-7.70056519643347e-05
0.0137114688047597,0.0310178224473828,0.00755160684513689,0.0222972153450133,0.00426229778716725,0.0216840903924006,-0.00049325631966779,0.000824374741534406,0.00603756708407877,0.0169492336277075,-0.00672187820231795,-0.00266417595012891,0.00461077686442968
-0.000781258257397832,-0.00291023578712313,-0.000461136659230421,-0.00279679388663689,-0.00654036550203885,0.00172137233607184,0.00172550934891469,0.000184079392098413,0.00150125465086093,0.00973298136076139,-0.000291421991575502,0.00140709668161521,0.000823593364334907
-0.0125644199985024,-0.0218935714151356,-0.0179766937291965,-0.0208109854020344,-0.00645379986176708,-0.0150893259422447,0.00456700639936836,0.000459493023134083,-0.00529478797017235,-0.00982864336341915,0.00542292778431164,0.0109450448173259,0.00609936204106454
0.0177265940098678,0.0410425127207688,0.0215078517818287,0.024590114154301,0.0058000428660786,0.0214481117010412,-0.00570399665190746,0.000917147537870977,-0.00394366743529506,0.0291990831256695,-0.00594091430997579,-0.0125006699718715,0.00872173015554434
-0.0018046644685672,0.00107669202727934,0.00670991497064655,0.00904961528132942,0.0135023955863135,0.00759576800785089,-0.00246572488816543,0.00597319053588596,-0.00166577949022395,0.00372389000286455,-0.00360102196024692,-0.0040685446594062,-0.0041664816035909
-0.00321100807381058,-0.0215575359157316,-0.00582351622846278,-0.00826265068335763,-0.00777352112173557,-0.00131232890140698,0.000245284050302108,0.000462413577258403,0.00921922012017939,0.0198389597423507,0.00416861977042182,0.00165984812968711,-0.00223620975630534
-0.00546535984676466,0.00316564983208378,0.000926531173770173,0.00625409837226443,0.0115901874348829,0.00152898285948999,0.00172247522482305,0.000369480811685863,0.00311026241246648,0.00264007040187719,0.000485505231586303,0.00131044087470944,0.00126667792602653
0.00605345242793354,0.0108612936700107,-0.00367930933573701,0.00925492789074023,0.00984910585473309,0.00995680305917857,0.000123469986580083,-0.000644014795611714,0.00245034699109659,-0.00733568032067611,-0.00360011097190549,-9.71081201059931e-05,-0.00287575320376821
0.00274961346868507,0.0143925604784837,0.0061856873119509,0.00393799291632813,0.0102928839200687,0.00131468882472041,-0.00234193225992163,0.000826363118752726,-0.00584515803002228,0.0265075428775101,-0.00741293726522851,-0.00691080605807737,0.00352038629469609
0.0113400520737663,0.0210926752443262,-0.00461026979360812,0.00702845611421243,-0.00133011634716218,0.00175500228506009,-0.00209090780643284,0.00174715683155757,-0.00221457787010126,0.010472711578259,-0.0031162027484517,-0.00467618469498565,0.000871316490429264
