Date,NEIXCTAT 
2014-06-13,2234.67
2014-06-16,2230.879
2014-06-17,2219.816
2014-06-18,2238.382
2014-06-19,2257.977
2014-06-20,2249.664
2014-06-23,2240.393
2014-06-24,2242.506
2014-06-25,2249.839
2014-06-26,2257.495
2014-06-27,2255.381
2014-06-30,2258.1
2014-07-01,2275.57
2014-07-02,2266.425
2014-07-03,2273.26
2014-07-04,2272.252
2014-07-07,2261.024
2014-07-08,2254.159
2014-07-09,2259.431
2014-07-10,2255.188
2014-07-11,2259.652
2014-07-14,2259.329
2014-07-15,2254.154
2014-07-16,2267.284
2014-07-17,2267.095
2014-07-18,2271.858
2014-07-21,2277.898
2014-07-22,2303.552
2014-07-23,2314.168
2014-07-24,2298.054
2014-07-25,2295.165
2014-07-28,2295.098
2014-07-29,2300.412
2014-07-30,2280.401
2014-07-31,2234.017
2014-08-01,2221.426
2014-08-04,2234.45
2014-08-05,2220.681
2014-08-06,2206.47
2014-08-07,2210.531
2014-08-08,2212.192
2014-08-11,2223.145
2014-08-12,2233.266
2014-08-13,2246.565
2014-08-14,2267.23
2014-08-15,2276.519
2014-08-18,2289.165
2014-08-19,2297.462
2014-08-20,2303.736
2014-08-21,2296.687
2014-08-22,2307.484
2014-08-25,2325.592
2014-08-26,2336.878
2014-08-27,2348.107
2014-08-28,2344.994
2014-08-29,2357.018
2014-09-01,2360.011
2014-09-02,2359.203
2014-09-03,2357.664
2014-09-04,2392.306
2014-09-05,2398.157
2014-09-08,2400.017
2014-09-09,2368.624
2014-09-10,2370.409
2014-09-11,2367.034
2014-09-12,2350.161
2014-09-15,2342.382
2014-09-16,2340.344
2014-09-17,2357.592
2014-09-18,2374.802
2014-09-19,2413.058
2014-09-22,2411.474
2014-09-23,2399.918
2014-09-24,2415.416
2014-09-25,2407.59
2014-09-26,2422.131
2014-09-29,2410.266
2014-09-30,2435.602
2014-10-01,2433.286
2014-10-02,2405.894
2014-10-03,2446.359
2014-10-06,2423.842
2014-10-07,2411.55
2014-10-08,2428.932
2014-10-09,2429.841
2014-10-10,2438.319
2014-10-13,2427.759
2014-10-14,2447.946
2014-10-15,2469.393
2014-10-16,2436.829
2014-10-17,2429.534
2014-10-20,2441.221
2014-10-21,2434.932
2014-10-22,2446.49
2014-10-23,2433.733
2014-10-24,2441.471
2014-10-27,2443.936
2014-10-28,2433.394
2014-10-29,2414.387
2014-10-30,2443.615
2014-10-31,2478.602
2014-11-03,2486.418
2014-11-04,2505.147
2014-11-05,2514.447
2014-11-06,2521.622
2014-11-07,2507.295
2014-11-10,2516.088
2014-11-11,2509.864
2014-11-12,2520.293
2014-11-13,2545.367
2014-11-14,2536.945
2014-11-17,2545.587
2014-11-18,2543.775
2014-11-19,2539.012
2014-11-20,2544.814
2014-11-21,2563.12
2014-11-24,2570.53
2014-11-25,2584.909
2014-11-26,2594
2014-11-27,2609.163
2014-11-28,2659.299
2014-12-01,2624.761
2014-12-02,2634.211
2014-12-03,2643.23
2014-12-04,2643.568
2014-12-05,2660.822
2014-12-08,2658.45
2014-12-09,2640.618
2014-12-10,2632.029
2014-12-11,2644.521
2014-12-12,2638.527
2014-12-15,2625.339
2014-12-16,2627.894
2014-12-17,2644.847
2014-12-18,2654.766
2014-12-19,2664.796
2014-12-22,2688.595
2014-12-23,2682.941
2014-12-24,2691.14
2014-12-25,2690.869
2014-12-26,2695.031
2014-12-29,2721.229
2014-12-30,2712.254
2014-12-31,2721.787
2015-01-01,2721.682
2015-01-02,2752.257
2015-01-05,2759.493
2015-01-06,2761.916
2015-01-07,2775.652
2015-01-08,2788.106
2015-01-09,2780.923
2015-01-12,2800.223
2015-01-13,2809.627
2015-01-14,2805.29
2015-01-15,2781.929
2015-01-16,2775.459
2015-01-19,2778.495
2015-01-20,2797.617
2015-01-21,2785.549
2015-01-22,2819.109
2015-01-23,2860.339
2015-01-26,2859.753
2015-01-27,2839.371
2015-01-28,2853.606
2015-01-29,2870.181
2015-01-30,2861.008
2015-02-02,2852.541
2015-02-03,2814.729
2015-02-04,2829.407
2015-02-05,2815.224
2015-02-06,2798.375
2015-02-09,2771.444
2015-02-10,2788.049
2015-02-11,2800.578
2015-02-12,2799.207
2015-02-13,2793.569
2015-02-16,2789.468
2015-02-17,2776.971
2015-02-18,2792.828
2015-02-19,2802.096
2015-02-20,2809.427
2015-02-23,2833.768
2015-02-24,2844.642
2015-02-25,2841.089
2015-02-26,2866.853
2015-02-27,2855.143
2015-03-02,2864.669
2015-03-03,2839.2
2015-03-04,2836.255
2015-03-05,2856.892
2015-03-06,2862.163
2015-03-09,2864.25
2015-03-10,2878.093
2015-03-11,2906.797
2015-03-12,2919.715
2015-03-13,2940.319
2015-03-16,2949.953
2015-03-17,2950.567
2015-03-18,2956.211
2015-03-19,2971.025
2015-03-20,2949.701
2015-03-23,2921.089
2015-03-24,2928.926
2015-03-25,2902.822
2015-03-26,2873.193
2015-03-27,2893.761
2015-03-30,2931.303
2015-03-31,2929.293
2015-04-01,2916.419
2015-04-02,2913.213
2015-04-03,2915.417
2015-04-06,2901.981
2015-04-07,2919.979
2015-04-08,2946.408
2015-04-09,2970.855
2015-04-10,2979.338
2015-04-13,2989.703
2015-04-14,2981.971
2015-04-15,2976.372
2015-04-16,2950.448
2015-04-17,2922.388
2015-04-20,2929.298
2015-04-21,2940.995
2015-04-22,2931.179
2015-04-23,2921.742
2015-04-24,2934.005
2015-04-27,2939.237
2015-04-28,2913.855
2015-04-29,2851.116
2015-04-30,2814.683
2015-05-01,2815.337
2015-05-04,2816.899
2015-05-05,2778.117
2015-05-06,2743.972
2015-05-07,2746.158
2015-05-08,2769.389
2015-05-11,2764.497
2015-05-12,2750.343
2015-05-13,2743.093
2015-05-14,2742.05
2015-05-15,2750.179
2015-05-18,2747.327
2015-05-19,2763.707
2015-05-20,2773.34
2015-05-21,2778.24
2015-05-22,2783.349
2015-05-25,2782.672
2015-05-26,2786.792
2015-05-27,2803.593
2015-05-28,2801.164
2015-05-29,2789.703
2015-06-01,2783.11
2015-06-02,2750.305
2015-06-03,2753.061
2015-06-04,2740.404
2015-06-05,2743.617
2015-06-08,2715.948
2015-06-09,2694.952
2015-06-10,2692.762
2015-06-11,2719.17
2015-06-12,2715.923
2015-06-15,2707.422
2015-06-16,2706.544
2015-06-17,2705.167
2015-06-18,2704.2
2015-06-19,2708.592
2015-06-22,2719.237
2015-06-23,2723.474
2015-06-24,2714.397
2015-06-25,2699.8
2015-06-26,2700.54
2015-06-29,2660.561
2015-06-30,2654.02
2015-07-01,2665.955
2015-07-02,2665.781
2015-07-03,2668.205
2015-07-06,2678.656
2015-07-07,2706.152
2015-07-08,2672.662
2015-07-09,2664.195
2015-07-10,2655.626
2015-07-13,2664.029
2015-07-14,2670.697
2015-07-15,2696.922
2015-07-16,2709.371
2015-07-17,2723.372
2015-07-20,2734.613
2015-07-21,2724.401
2015-07-22,2736.635
2015-07-23,2740.906
2015-07-24,2748.399
2015-07-27,2735.051
2015-07-28,2729.367
2015-07-29,2727.511
2015-07-30,2746.484
2015-07-31,2760.348
2015-08-03,2789.581
2015-08-04,2776.574
2015-08-05,2787.057
2015-08-06,2781.208
2015-08-07,2778.13
2015-08-10,2748.5
2015-08-11,2783.664
2015-08-12,2751.182
2015-08-13,2756.43
2015-08-14,2752.261
2015-08-17,2770.161
2015-08-18,2775.757
2015-08-19,2784.616
2015-08-20,2773.435
2015-08-21,2785.322
2015-08-24,2812.179
2015-08-25,2782.445
2015-08-26,2803.917
2015-08-27,2751.585
2015-08-28,2723.347
2015-08-31,2701.483
2015-09-01,2733.603
2015-09-02,2733.39
2015-09-03,2726.589
2015-09-04,2761.34
2015-09-07,2765.898
2015-09-08,2730.07
2015-09-09,2735.556
2015-09-10,2727.713
2015-09-11,2740.073
2015-09-14,2737.358
2015-09-15,2720.886
2015-09-16,2685.22
2015-09-17,2691.955
2015-09-18,2722.869
2015-09-21,2719.963
2015-09-22,2757.832
2015-09-23,2765.341
2015-09-24,2760.94
2015-09-25,2740.464
2015-09-28,2769.699
2015-09-29,2774.21
2015-09-30,2763.31
2015-10-01,2769.228
2015-10-02,2770.345
2015-10-05,2732.857
2015-10-06,2703.141
2015-10-07,2683.741
2015-10-08,2674.037
2015-10-09,2647.318
2015-10-12,2657.939
2015-10-13,2670.503
2015-10-14,2686.622
2015-10-15,2679.487
2015-10-16,2681.343
2015-10-19,2691.03
2015-10-20,2672.656
2015-10-21,2692.325
2015-10-22,2713.901
2015-10-23,2713.666
2015-10-26,2726.336
2015-10-27,2744.648
2015-10-28,2733.29
2015-10-29,2703.826
2015-10-30,2691.359
2015-11-02,2692.308
2015-11-03,2676.185
2015-11-04,2679.95
2015-11-05,2683.735
2015-11-06,2680.994
2015-11-09,2684.05
2015-11-10,2705.752
2015-11-11,2706.433
2015-11-12,2705.967
2015-11-13,2716.347
2015-11-16,2734.638
2015-11-17,2748.184
2015-11-18,2759.86
2015-11-19,2749.857
2015-11-20,2763.627
2015-11-23,2760.803
2015-11-24,2743.872
2015-11-25,2757.099
2015-11-26,2757.136
2015-11-27,2788.82
2015-11-30,2783.213
2015-12-01,2785.544
2015-12-02,2803.039
2015-12-03,2700.423
2015-12-04,2694.479
2015-12-07,2751.566
2015-12-08,2745.637
2015-12-09,2723.998
2015-12-10,2732.525
2015-12-11,2746.79
2015-12-14,2746.469
2015-12-15,2739.031
2015-12-16,2742.994
2015-12-17,2776.627
2015-12-18,2755.885
2015-12-21,2748.933
2015-12-22,2746.419
2015-12-23,2726.602
2015-12-24,2718.999
2015-12-25,2718.617
2015-12-28,2731.1
2015-12-29,2710.3
2015-12-30,2729.676
2015-12-31,2722.786
2016-01-01,2722.332
2016-01-04,2730.742
2016-01-05,2737.396
2016-01-06,2760.028
2016-01-07,2754.343
2016-01-08,2767.827
2016-01-11,2801.46
2016-01-12,2817.019
2016-01-13,2819.918
2016-01-14,2826.693
2016-01-15,2882.585
2016-01-18,2882.74
2016-01-19,2871.154
2016-01-20,2917.378
2016-01-21,2888.928
2016-01-22,2832.614
2016-01-25,2851.447
2016-01-26,2836.329
2016-01-27,2824.965
2016-01-28,2820.531
2016-01-29,2825.1
2016-02-01,2823.312
2016-02-02,2866.35
2016-02-03,2849.105
2016-02-04,2834.662
2016-02-05,2851.182
2016-02-08,2892.024
2016-02-09,2913.353
2016-02-10,2917.149
2016-02-11,2966.947
2016-02-12,2909.535
2016-02-15,2894.468
2016-02-16,2886.53
2016-02-17,2853.016
2016-02-18,2867.946
2016-02-19,2882.517
2016-02-22,2870.287
2016-02-23,2885.957
2016-02-24,2905.144
2016-02-25,2906.512
2016-02-26,2880.266
2016-02-29,2893.178
2016-03-01,2865.144
2016-03-02,2840.727
2016-03-03,2835.443
2016-03-04,2810.65
2016-03-07,2797.873
2016-03-08,2820.018
2016-03-09,2796.771
2016-03-10,2761.672
2016-03-11,2758.824
2016-03-14,2757.468
2016-03-15,2747.191
2016-03-16,2759.324
2016-03-17,2785.341
2016-03-18,2787.928
2016-03-21,2783.797
2016-03-22,2785.556
2016-03-23,2781.881
2016-03-24,2774.083
2016-03-25,2773.595
2016-03-28,2772.692
2016-03-29,2798.098
2016-03-30,2800.283
2016-03-31,2808.833
2016-04-01,2817.641
2016-04-04,2813.107
2016-04-05,2824.642
2016-04-06,2824.022
2016-04-07,2824.367
2016-04-08,2811.783
2016-04-11,2815.351
2016-04-12,2791.826
2016-04-13,2780.92
2016-04-14,2770.557
2016-04-15,2787.213
2016-04-18,2780.327
2016-04-19,2774.898
2016-04-20,2762.279
2016-04-21,2726.097
2016-04-22,2701.238
2016-04-25,2694.388
2016-04-26,2694.031
2016-04-27,2695.167
2016-04-28,2716.225
2016-04-29,2705.887
2016-05-02,2716.454
2016-05-03,2700.196
2016-05-04,2677.161
2016-05-05,2678.713
2016-05-06,2688.621
2016-05-09,2672.906
2016-05-10,2689.182
2016-05-11,2695.927
2016-05-12,2679.964
2016-05-13,2683.153
2016-05-16,2680.741
2016-05-17,2675.417
2016-05-18,2643.025
2016-05-19,2631.751
2016-05-20,2637.755
2016-05-23,2635.853
2016-05-24,2633.948
2016-05-25,2639.227
2016-05-26,2647.611
2016-05-27,2648.252
2016-05-30,2642.175
2016-05-31,2632.979
2016-06-01,2639.993
2016-06-02,2665.248
2016-06-03,2675.496
2016-06-06,2677.09
2016-06-07,2693.678
2016-06-08,2706.893
2016-06-09,2717.651
2016-06-10,2713.899
2016-06-13,2701.074
2016-06-14,2709.926
2016-06-15,2708.466
2016-06-16,2725.985
2016-06-17,2706.826
2016-06-20,2670.871
2016-06-21,2647.924
2016-06-22,2639.981
2016-06-23,2625.572
2016-06-24,2701.71
2016-06-27,2722.827
2016-06-28,2744.587
2016-06-29,2764.419
2016-06-30,2774.237
2016-07-01,2800.577
2016-07-04,2802.452
2016-07-05,2820.226
2016-07-06,2824.788
2016-07-07,2822.252
2016-07-08,2846.915
2016-07-11,2831.559
2016-07-12,2804.106
2016-07-13,2817.563
2016-07-14,2795.698
2016-07-15,2770.884
2016-07-18,2774.34
2016-07-19,2775.559
2016-07-20,2767.291
2016-07-21,2766.998
2016-07-22,2769.884
2016-07-25,2765.424
2016-07-26,2778.328
2016-07-27,2798.575
2016-07-28,2808.107
2016-07-29,2821.91
2016-08-01,2825.895
2016-08-02,2794.531
2016-08-03,2775.658
2016-08-04,2807.852
2016-08-05,2811.2
2016-08-08,2807.528
2016-08-09,2830.962
2016-08-10,2843.683
2016-08-11,2827.899
2016-08-12,2816.64
2016-08-15,2816.545
2016-08-16,2788.342
2016-08-17,2770.312
2016-08-18,2785.934
2016-08-19,2757.279
2016-08-22,2758.017
2016-08-23,2774.901
2016-08-24,2748.136
2016-08-25,2743.329
2016-08-26,2738.454
2016-08-29,2747.777
2016-08-30,2742.478
2016-08-31,2726.175
2016-09-01,2714.19
2016-09-02,2730.734
2016-09-05,2741.233
2016-09-06,2777.947
2016-09-07,2784.931
2016-09-08,2738.036
2016-09-09,2656.852
2016-09-12,2638.301
2016-09-13,2610.381
2016-09-14,2610.016
2016-09-15,2623.139
2016-09-16,2633.593
2016-09-19,2653.843
2016-09-20,2666.926
2016-09-21,2679.491
2016-09-22,2699.241
2016-09-23,2690.311
2016-09-26,2682.765
2016-09-27,2705.738
2016-09-28,2700.841
2016-09-29,2680.919
2016-09-30,2674.833
2016-10-03,2674.407
2016-10-04,2657.803
2016-10-05,2635.026
2016-10-06,2635.868
2016-10-07,2633.49
2016-10-10,2639.677
2016-10-11,2618.305
2016-10-12,2614.43
2016-10-13,2596.224
2016-10-14,2604.533
2016-10-17,2597.349
2016-10-18,2618.299
2016-10-19,2630.697
2016-10-20,2628.087
2016-10-21,2630.02
2016-10-24,2642.334
2016-10-25,2637.56
2016-10-26,2603.911
2016-10-27,2590.261
2016-10-28,2576.729
2016-10-31,2571.266
2016-11-01,2546.836
2016-11-02,2526.755
2016-11-03,2525.827
2016-11-04,2515.13
2016-11-07,2549.12
2016-11-08,2551.387
2016-11-09,2539.624
2016-11-10,2529.919
2016-11-11,2508.8
2016-11-14,2524.659
2016-11-15,2520.731
2016-11-16,2510.235
2016-11-17,2518.469
2016-11-18,2519.613
2016-11-21,2511.845
2016-11-22,2525.632
2016-11-23,2543.563
2016-11-24,2548.33
2016-11-25,2562.142
2016-11-28,2552.402
2016-11-29,2538.432
2016-11-30,2539.08
2016-12-01,2529.742
2016-12-02,2511.986
2016-12-05,2511.805
2016-12-06,2522.438
2016-12-07,2525.149
2016-12-08,2551.482
2016-12-09,2577.973
2016-12-12,2564.25
2016-12-13,2570.986
2016-12-14,2572.461
2016-12-15,2607.084
2016-12-16,2595.27
2016-12-19,2586.139
2016-12-20,2595.988
2016-12-21,2589.547
2016-12-22,2588.485
2016-12-23,2587.242
2016-12-26,2586.852
2016-12-27,2598.918
2016-12-28,2599.955
2016-12-29,2574.475
2016-12-30,2555.674
2017-01-02,2560.568
2017-01-03,2569.542
2017-01-04,2581.281
2017-01-05,2548.501
2017-01-06,2558.843
2017-01-09,2548.733
2017-01-10,2552.248
2017-01-11,2567.905
2017-01-12,2558.29
2017-01-13,2566.097
2017-01-16,2561.452
2017-01-17,2530.435
2017-01-18,2540.372
2017-01-19,2545.479
2017-01-20,2545.088
2017-01-23,2527.735
2017-01-24,2554.202
2017-01-25,2562.128
2017-01-26,2566.449
2017-01-27,2563.71
2017-01-30,2534.455
2017-01-31,2525.9
2017-02-01,2540.012
2017-02-02,2538.958
2017-02-03,2551.142
2017-02-06,2542.156
2017-02-07,2531.674
2017-02-08,2538.354
2017-02-09,2548.337
2017-02-10,2585.5
2017-02-13,2593.743
2017-02-14,2606.511
2017-02-15,2632.417
2017-02-16,2607.986
2017-02-17,2600.088
2017-02-20,2610.917
2017-02-21,2629.378
2017-02-22,2629.265
2017-02-23,2621.238
2017-02-24,2606.957
2017-02-27,2606.35
2017-02-28,2597.957
2017-03-01,2630.987
2017-03-02,2601.641
2017-03-03,2585.11
2017-03-06,2580.692
2017-03-07,2584.62
2017-03-08,2571.462
2017-03-09,2557.317
2017-03-10,2556.666
2017-03-13,2568.245
2017-03-14,2565.141
2017-03-15,2561.902
2017-03-16,2566.762
2017-03-17,2567.924
2017-03-20,2566.468
2017-03-21,2529.075
2017-03-22,2519.089
2017-03-23,2524.154
2017-03-24,2533.534
2017-03-27,2510.143
2017-03-28,2530.903
2017-03-29,2544.567
2017-03-30,2548.274
2017-03-31,2533.892
2017-04-03,2530.545
2017-04-04,2526.991
2017-04-05,2522.326
2017-04-06,2523.001
2017-04-07,2528.825
2017-04-10,2514.781
2017-04-11,2508.871
2017-04-12,2505.726
2017-04-13,2509.081
2017-04-14,2507.98
2017-04-17,2515.34
2017-04-18,2483.594
2017-04-19,2474.69
2017-04-20,2494.304
2017-04-21,2496.588
2017-04-24,2500.769
2017-04-25,2491.839
2017-04-26,2499.153
2017-04-27,2507.726
2017-04-28,2507.783
2017-05-01,2499.479
2017-05-02,2520.554
2017-05-03,2511.306
2017-05-04,2523.753
2017-05-05,2514.215
2017-05-08,2509.826
2017-05-09,2514.591
2017-05-10,2505.751
2017-05-11,2504.711
2017-05-12,2514.223
2017-05-15,2515.15
2017-05-16,2504.571
2017-05-17,2454.687
2017-05-18,2443.437
2017-05-19,2442.318
2017-05-22,2442.042
2017-05-23,2451.708
2017-05-24,2456.134
2017-05-25,2485.217
2017-05-26,2482.669
2017-05-29,2483.381
2017-05-30,2487.419
2017-05-31,2499.831
2017-06-01,2521.078
2017-06-02,2544.556
2017-06-05,2538.496
2017-06-06,2532.774
2017-06-07,2530.375
2017-06-08,2528.041
2017-06-09,2524.808
2017-06-12,2511.958
2017-06-13,2508.819
2017-06-14,2537.483
2017-06-15,2489.774
2017-06-16,2497.79
2017-06-19,2518.627
2017-06-20,2524.314
2017-06-21,2534.774
2017-06-22,2549.123
2017-06-23,2544.898
2017-06-26,2559.989
2017-06-27,2505.823
2017-06-28,2494.653
2017-06-29,2447.213
2017-06-30,2407.331
2017-07-03,2397.107
2017-07-04,2392.053
2017-07-05,2400.098
2017-07-06,2376.646
2017-07-07,2390.18
2017-07-10,2396.251
2017-07-11,2397.961
2017-07-12,2416.303
2017-07-13,2424.188
2017-07-14,2425.017
2017-07-17,2428.854
2017-07-18,2422.625
2017-07-19,2423.801
2017-07-20,2433.42
2017-07-21,2423.668
2017-07-24,2421.638
2017-07-25,2433.785
2017-07-26,2450.217
2017-07-27,2438.987
2017-07-28,2431.249
2017-07-31,2438.106
2017-08-01,2444.483
2017-08-02,2447.757
2017-08-03,2444.198
2017-08-04,2443.598
2017-08-07,2449.687
2017-08-08,2448.693
2017-08-09,2423.05
2017-08-10,2393.581
2017-08-11,2386.562
2017-08-14,2401.655
2017-08-15,2400.437
2017-08-16,2438.699
2017-08-17,2410.369
2017-08-18,2411.023
2017-08-21,2422.329
2017-08-22,2434.863
2017-08-23,2444.216
2017-08-24,2448.707
2017-08-25,2467.876
2017-08-28,2477.614
2017-08-29,2491.591
2017-08-30,2486.076
2017-08-31,2501.607
2017-09-01,2513.246
2017-09-04,2508.878
2017-09-05,2510.411
2017-09-06,2507.554
2017-09-07,2547.716
2017-09-08,2536.018
2017-09-11,2535.238
2017-09-12,2514.516
2017-09-13,2480.389
2017-09-14,2470.66
2017-09-15,2465.101
2017-09-18,2461.246
2017-09-19,2476.033
2017-09-20,2472.608
2017-09-21,2458.721
2017-09-22,2455.581
2017-09-25,2451.622
2017-09-26,2432.166
2017-09-27,2414.259
2017-09-28,2422.035
2017-09-29,2425.277
2017-10-02,2426.31
2017-10-03,2442.949
2017-10-04,2450.436
2017-10-05,2458.787
2017-10-06,2443.152
2017-10-09,2446.472
2017-10-10,2466.408
2017-10-11,2479.769
2017-10-12,2482.775
2017-10-13,2496.735
2017-10-16,2520.86
2017-10-17,2511.691
2017-10-18,2517.616
2017-10-19,2507.89
2017-10-20,2511.105
2017-10-23,2502.449
2017-10-24,2504.152
2017-10-25,2502.095
2017-10-26,2516.415
2017-10-27,2534.063
2017-10-30,2535.746
2017-10-31,2559.87
2017-11-01,2583.057
2017-11-02,2579.432
2017-11-03,2588.002
2017-11-06,2606.365
2017-11-07,2595.903
2017-11-08,2594.61
2017-11-09,2569.322
2017-11-10,2545.208
2017-11-13,2543.057
2017-11-14,2525.005
2017-11-15,2509.361
2017-11-16,2528.575
2017-11-17,2541.645
2017-11-20,2548.528
2017-11-21,2584.299
2017-11-22,2582.042
2017-11-23,2582.36
2017-11-24,2602.434
2017-11-27,2586.058
2017-11-28,2591.916
2017-11-29,2563.563
2017-11-30,2574.94
2017-12-01,2581.538
2017-12-04,2574.896
2017-12-05,2562.723
2017-12-06,2536.273
2017-12-07,2573.545
2017-12-08,2593.773
2017-12-11,2615.162
2017-12-12,2606.559
2017-12-13,2586.057
2017-12-14,2581.073
2017-12-15,2601.262
2017-12-18,2615.531
2017-12-19,2601.584
2017-12-20,2595.603
2017-12-21,2608.992
2017-12-22,2612.449
2017-12-25,2612.883
2017-12-26,2622.017
2017-12-27,2622.902
2017-12-28,2618.764
2017-12-29,2611.982
2018-01-01,2612.133
2018-01-02,2609.743
2018-01-03,2640.361
2018-01-04,2683.616
2018-01-05,2696.617
2018-01-08,2698.744
2018-01-09,2695.973
2018-01-10,2688.195
2018-01-11,2699.261
2018-01-12,2740.252
2018-01-15,2751.349
2018-01-16,2744.436
2018-01-17,2750.213
2018-01-18,2754.457
2018-01-19,2769.571
2018-01-22,2793.205
2018-01-23,2805.229
2018-01-24,2833.809
2018-01-25,2817.463
2018-01-26,2835.039
2018-01-29,2796.023
2018-01-30,2746.105
2018-01-31,2764.781
2018-02-01,2795.586
2018-02-02,2720.736
2018-02-05,2608.154
2018-02-06,2561.415
2018-02-07,2524.888
2018-02-08,2498.139
2018-02-09,2459.997
2018-02-12,2480.751
2018-02-13,2489.758
2018-02-14,2543.416
2018-02-15,2562.076
2018-02-16,2563.694
2018-02-19,2563.205
2018-02-20,2549.089
2018-02-21,2554.364
2018-02-22,2551.227
2018-02-23,2553.046
2018-02-26,2560.825
2018-02-27,2552.732
2018-02-28,2517.15
2018-03-01,2483.598
2018-03-02,2495.683
2018-03-05,2506.701
2018-03-06,2519.192
2018-03-07,2510.55
2018-03-08,2498.035
2018-03-09,2520.257
2018-03-12,2517.267
2018-03-13,2518.679
2018-03-14,2508.721
2018-03-15,2508.467
2018-03-16,2516.134
2018-03-19,2502.743
2018-03-20,2517.61
2018-03-21,2540.744
2018-03-22,2515.245
2018-03-23,2516.983
2018-03-26,2536.631
2018-03-27,2518.316
2018-03-28,2499.692
2018-03-29,2510.186
2018-03-30,2510.719
2018-04-02,2496.812
2018-04-03,2501.428
2018-04-04,2501.755
2018-04-05,2492.875
2018-04-06,2476.722
2018-04-09,2485.572
2018-04-10,2506.014
2018-04-11,2522.642
2018-04-12,2527.058
2018-04-13,2534.369
2018-04-16,2532.96
2018-04-17,2536.288
2018-04-18,2557.352
2018-04-19,2546.403
2018-04-20,2531.163
2018-04-23,2519.471
2018-04-24,2513.291
2018-04-25,2511.076
2018-04-26,2525.591
2018-04-27,2521.513
2018-04-30,2520.962
2018-05-01,2515.615
2018-05-02,2509.829
2018-05-03,2504.645
2018-05-04,2517.624
2018-05-07,2534.243
2018-05-08,2517.898
2018-05-09,2551.426
2018-05-10,2549.391
2018-05-11,2549.959
2018-05-14,2558.995
2018-05-15,2573.659
2018-05-16,2577.859
2018-05-17,2585.408
2018-05-18,2571.621
2018-05-21,2575.02
2018-05-22,2574.663
2018-05-23,2549.915
2018-05-24,2528.653
2018-05-25,2501.683
2018-05-28,2501.152
2018-05-29,2447.485
2018-05-30,2460.551
2018-05-31,2451.1
2018-06-01,2463.084
2018-06-04,2461.054
2018-06-05,2464.663
2018-06-06,2454.28
2018-06-07,2451.25
2018-06-08,2448.857
2018-06-11,2448.369
2018-06-12,2452.512
2018-06-13,2463.15
2018-06-14,2492.882
2018-06-15,2472.186
2018-06-18,2474.01
2018-06-19,2459.267
2018-06-20,2470.151
2018-06-21,2449.849
2018-06-22,2459.636
2018-06-25,2430.36
2018-06-26,2447.659
2018-06-27,2470.827
2018-06-28,2482.063
2018-06-29,2477.117
2018-07-02,2499.795
2018-07-03,2477.552
2018-07-04,2475.206
2018-07-05,2479.616
2018-07-06,2464.503
2018-07-09,2484.968
2018-07-10,2498.408
2018-07-11,2495.665
2018-07-12,2512.59
2018-07-13,2526.933
2018-07-16,2490.386
2018-07-17,2511.424
2018-07-18,2522.842
2018-07-19,2532.619
2018-07-20,2485.699
2018-07-23,2485.184
2018-07-24,2482.025
2018-07-25,2471.363
2018-07-26,2495.983
2018-07-27,2482.07
2018-07-30,2454.214
2018-07-31,2456.981
2018-08-01,2452.704
2018-08-02,2471.388
2018-08-03,2465.779
2018-08-06,2485.317
2018-08-07,2491.796
2018-08-08,2474.409
2018-08-09,2489.335
2018-08-10,2509.999
2018-08-13,2514.349
2018-08-14,2532.586
2018-08-15,2531.538
2018-08-16,2533.555
2018-08-17,2535.057
2018-08-20,2527.515
2018-08-21,2503.904
2018-08-22,2508.708
2018-08-23,2539.932
2018-08-24,2519.469
2018-08-27,2514.87
2018-08-28,2522.123
2018-08-29,2535.272
2018-08-30,2551.371
2018-08-31,2553.446
2018-09-03,2556.164
2018-09-04,2568.58
2018-09-05,2528.276
2018-09-06,2511.59
2018-09-07,2522.742
2018-09-10,2520.203
2018-09-11,2549.02
2018-09-12,2523.848
2018-09-13,2506.433
2018-09-14,2534.409
2018-09-17,2521.403
2018-09-18,2532.649
2018-09-19,2518.661
2018-09-20,2488.747
2018-09-21,2487.377
2018-09-24,2498.151
2018-09-25,2506.621
2018-09-26,2494.735
2018-09-27,2523.134
2018-09-28,2528.781
2018-10-01,2554.638
2018-10-02,2530.232
2018-10-03,2575.252
2018-10-04,2550.154
2018-10-05,2539.254
2018-10-08,2533.4
2018-10-09,2518.684
2018-10-10,2482.661
2018-10-11,2389.565
2018-10-12,2383.231
2018-10-15,2374.348
2018-10-16,2380.747
2018-10-17,2395.619
2018-10-18,2399.762
2018-10-19,2402.366
2018-10-22,2403.454
2018-10-23,2387.603
2018-10-24,2399.569
2018-10-25,2407.956
2018-10-26,2395.14
2018-10-29,2400.541
2018-10-30,2413.975
2018-10-31,2420.191
2018-11-01,2345.686
2018-11-02,2340.796
2018-11-05,2347.962
2018-11-06,2351.364
2018-11-07,2336.729
2018-11-08,2353.056
2018-11-09,2371.836
2018-11-12,2392.604
2018-11-13,2385.592
2018-11-14,2384.022
2018-11-15,2367.616
2018-11-16,2340.4
2018-11-19,2342.271
2018-11-20,2368.264
2018-11-21,2354.477
2018-11-22,2354.635
2018-11-23,2376.99
2018-11-26,2371.934
2018-11-27,2385.233
2018-11-28,2364.31
2018-11-29,2367.207
